market_id,platform,category,open_ts,close_ts,outcome,predicted,signal_offset_ms,bid_side,bid_price,shares,filled,queue_ahead_at_place,fill_time_ms,correct,realistic_pnl,naive_pnl,ref_price_open,ref_price_close
btc-updown-15m-1771508700,polymarket,btc,1771508700,1771509600,NO,YES,-28605,YES,0.49,10.0,true,6444.04,-4364,true,0.1999999999999993,0.1999999999999993,65995.98,65919.82
btc-updown-5m-1771508700,polymarket,btc,1771508700,1771509000,NO,YES,-28969,YES,0.49,10.0,true,1545.22,-13081,true,0.1999999999999993,0.1999999999999993,65995.98,65819.82
eth-updown-15m-1771508700,polymarket,eth,1771508700,1771509600,NO,YES,-28116,YES,0.49,10.0,true,4316.99,27602,true,0.1999999999999993,0.1999999999999993,65995.97,65927.2
sol-updown-15m-1771508700,polymarket,sol,1771508700,1771509600,NO,NO,-28334,NO,0.49,10.0,true,0.0,-13357,true,5.1,5.1,65995.98,65930.56
xrp-updown-15m-1771508700,polymarket,xrp,1771508700,1771509600,NO,NO,-28796,NO,0.49,10.0,true,0.0,1030,true,5.1,5.1,65995.98,65927.2
btc-updown-5m-1771509300,polymarket,btc,1771509300,1771509600,NO,YES,-22671,YES,0.49,10.0,true,200.66,28293,true,0.1999999999999993,0.1999999999999993,65980.91,65919.82
btc-updown-5m-1771509900,polymarket,btc,1771509900,1771510200,YES,NO,-28994,NO,0.49,10.0,true,0.0,24422,false,-4.9,-4.9,65839.31,65948.67
btc-updown-15m-1771510500,polymarket,btc,1771510500,1771511400,NO,YES,-28401,YES,0.49,10.0,true,6.18,-4540,true,0.1999999999999993,0.1999999999999993,66053.4,65966.02
btc-updown-5m-1771510500,polymarket,btc,1771510500,1771510800,NO,YES,-28997,YES,0.49,10.0,true,207.91,-19992,true,0.1999999999999993,0.1999999999999993,66065.75,65961.16
eth-updown-15m-1771510500,polymarket,eth,1771510500,1771511400,NO,YES,-29007,YES,0.49,10.0,true,0.0,65734,true,0.1999999999999993,0.1999999999999993,66065.75,65966.02
sol-updown-15m-1771510500,polymarket,sol,1771510500,1771511400,NO,YES,-28409,YES,0.49,10.0,true,121.49,50847,true,0.1999999999999993,0.1999999999999993,66053.4,65966.02
xrp-updown-15m-1771510500,polymarket,xrp,1771510500,1771511400,NO,YES,-28466,YES,0.49,10.0,true,56.58,-13836,true,0.1999999999999993,0.1999999999999993,66053.4,65970.3
btc-updown-5m-1771511100,polymarket,btc,1771511100,1771511400,YES,YES,-28533,YES,0.49,10.0,true,576.18,-23899,true,0.1999999999999993,0.1999999999999993,65996.01,66022.01
btc-updown-5m-1771511400,polymarket,btc,1771511400,1771511700,NO,YES,-28988,YES,0.49,10.0,true,190.14,47518,true,0.1999999999999993,0.1999999999999993,65958.44,65719.51
btc-updown-5m-1771512000,polymarket,btc,1771512000,1771512300,YES,YES,-28419,YES,0.49,10.0,true,0.0,29567,true,0.1999999999999993,0.1999999999999993,66159.24,66228.01
btc-updown-15m-1771512300,polymarket,btc,1771512300,1771513200,YES,YES,-29004,YES,0.49,10.0,true,0.0,65781,true,0.1999999999999993,0.1999999999999993,66323.94,66398.62
eth-updown-15m-1771512300,polymarket,eth,1771512300,1771513200,YES,YES,-28754,YES,0.49,10.0,true,0.0,-381,true,0.1999999999999993,0.1999999999999993,66323.94,66398.62
sol-updown-15m-1771512300,polymarket,sol,1771512300,1771513200,YES,YES,-29219,YES,0.49,10.0,true,0.0,-19375,true,0.1999999999999993,0.1999999999999993,66324.01,66398.62
xrp-updown-15m-1771512300,polymarket,xrp,1771512300,1771513200,YES,YES,-28272,YES,0.49,10.0,true,0.0,-17924,true,0.1999999999999993,0.1999999999999993,66323.94,66403.46
btc-updown-5m-1771512600,polymarket,btc,1771512600,1771512900,YES,YES,-28071,YES,0.49,10.0,true,0.0,17251,true,0.1999999999999993,0.1999999999999993,66266.21,66483.23
