market_id,platform,category,open_ts,close_ts,outcome,predicted,signal_offset_ms,bid_side,bid_price,shares,filled,queue_ahead_at_place,fill_time_ms,correct,realistic_pnl,naive_pnl,ref_price_open,ref_price_close
xrp-updown-15m-1771683300,polymarket,xrp,1771683300,1771684200,NO,YES,-28478,YES,0.49,10.0,true,0.0,-8379,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771683900,polymarket,btc,1771683900,1771684200,NO,YES,-28504,YES,0.49,10.0,true,0.0,5795,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771684500,polymarket,btc,1771684500,1771684800,NO,YES,-28145,YES,0.49,10.0,true,0.0,11442,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771685100,polymarket,btc,1771685100,1771686000,NO,YES,-28933,YES,0.49,10.0,true,0.0,68031,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771685100,polymarket,btc,1771685100,1771685400,NO,YES,-28955,YES,0.49,10.0,true,296.91,13366,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771685100,polymarket,eth,1771685100,1771686000,NO,YES,-28800,YES,0.49,10.0,true,0.0,-5062,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771685100,polymarket,sol,1771685100,1771686000,NO,YES,-28487,YES,0.49,10.0,true,0.0,313,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771685100,polymarket,xrp,1771685100,1771686000,NO,YES,-29138,YES,0.49,10.0,true,0.0,53548,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771685700,polymarket,btc,1771685700,1771686000,NO,YES,-28916,YES,0.49,10.0,true,15.07,-4076,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771686300,polymarket,btc,1771686300,1771686600,NO,YES,-28751,YES,0.49,10.0,true,597.24,4696,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771686900,polymarket,btc,1771686900,1771687800,NO,YES,-28808,YES,0.49,10.0,true,0.0,57891,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771686900,polymarket,btc,1771686900,1771687200,NO,YES,-28204,YES,0.49,10.0,true,0.0,-7421,false,-4.9,-4.9,0.0,0.0
eth-updown-15m-1771686900,polymarket,eth,1771686900,1771687800,NO,YES,-28163,YES,0.49,10.0,true,0.0,29205,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771686900,polymarket,sol,1771686900,1771687800,NO,YES,-29084,YES,0.49,10.0,true,0.0,23473,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771686900,polymarket,xrp,1771686900,1771687800,NO,YES,-28531,YES,0.49,10.0,true,0.0,26305,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771687500,polymarket,btc,1771687500,1771687800,NO,YES,-28970,YES,0.49,10.0,true,0.0,21036,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771688100,polymarket,btc,1771688100,1771688400,NO,YES,-28994,YES,0.49,10.0,true,586.98,29169,false,-4.9,-4.9,0.0,0.0
btc-updown-15m-1771688700,polymarket,btc,1771688700,1771689600,NO,YES,-28614,YES,0.49,10.0,true,0.0,-10617,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771688700,polymarket,btc,1771688700,1771689000,NO,YES,-28753,YES,0.49,10.0,true,0.0,-11030,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771688700,polymarket,eth,1771688700,1771689600,NO,NO,-28936,NO,0.49,10.0,true,751.01,-4978,true,5.1,5.1,0.0,0.0
sol-updown-15m-1771688700,polymarket,sol,1771688700,1771689600,NO,YES,-28740,YES,0.49,10.0,true,0.0,-23402,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771688700,polymarket,xrp,1771688700,1771689600,NO,YES,-28176,YES,0.49,10.0,true,0.0,50489,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771689300,polymarket,btc,1771689300,1771689600,NO,YES,-28598,YES,0.49,10.0,true,0.0,49587,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771689900,polymarket,btc,1771689900,1771690200,NO,YES,-28210,YES,0.49,10.0,true,2272.64,-5670,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771690500,polymarket,btc,1771690500,1771691400,NO,YES,-28463,YES,0.49,10.0,true,3183.45,39667,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771690500,polymarket,btc,1771690500,1771690800,NO,YES,-29238,YES,0.49,10.0,true,12.8,-11471,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771690500,polymarket,eth,1771690500,1771691400,NO,YES,-28370,YES,0.49,10.0,true,1511.45,23061,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771690500,polymarket,sol,1771690500,1771691400,NO,YES,-28150,YES,0.49,10.0,true,187.35,3142,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771690500,polymarket,xrp,1771690500,1771691400,NO,NO,-28798,NO,0.49,10.0,true,0.0,3090,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771691100,polymarket,btc,1771691100,1771691400,NO,YES,-28855,YES,0.49,10.0,true,2558.8,1352,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771691700,polymarket,btc,1771691700,1771692000,NO,YES,-28610,YES,0.49,10.0,true,473.28,33596,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771692300,polymarket,btc,1771692300,1771693200,NO,YES,-28482,YES,0.49,10.0,true,64.14,6364,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771692300,polymarket,btc,1771692300,1771692600,NO,YES,-28469,YES,0.49,10.0,true,232.71,-14639,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771692300,polymarket,eth,1771692300,1771693200,NO,YES,-28026,YES,0.49,10.0,true,0.0,78804,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771692300,polymarket,sol,1771692300,1771693200,NO,YES,-28809,YES,0.49,10.0,true,0.0,4245,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771692300,polymarket,xrp,1771692300,1771693200,NO,NO,-28646,NO,0.49,10.0,true,0.0,28305,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771692900,polymarket,btc,1771692900,1771693200,NO,YES,-28335,YES,0.49,10.0,true,579.01,89367,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771693500,polymarket,btc,1771693500,1771693800,NO,YES,-28182,YES,0.49,10.0,true,174.81,-7710,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771694100,polymarket,btc,1771694100,1771695000,NO,YES,-29312,YES,0.49,10.0,true,788.39,40933,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771694100,polymarket,btc,1771694100,1771694400,NO,YES,-29301,YES,0.49,10.0,true,7.0,-15258,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771694100,polymarket,eth,1771694100,1771695000,NO,YES,-28681,YES,0.49,10.0,true,0.39,-19452,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771694100,polymarket,sol,1771694100,1771695000,NO,NO,-28453,NO,0.49,10.0,true,0.0,-391,true,5.1,5.1,0.0,0.0
xrp-updown-15m-1771694100,polymarket,xrp,1771694100,1771695000,NO,YES,-28046,YES,0.49,10.0,true,50.0,2025,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771694700,polymarket,btc,1771694700,1771695000,NO,YES,-29063,YES,0.49,10.0,true,243.67,-27701,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771695300,polymarket,btc,1771695300,1771695600,NO,YES,-28806,YES,0.49,10.0,true,0.0,3320,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771695900,polymarket,btc,1771695900,1771696800,NO,NO,-29116,NO,0.49,10.0,true,1626.64,9544,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771695900,polymarket,btc,1771695900,1771696200,NO,YES,-28784,YES,0.49,10.0,true,0.0,66945,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771695900,polymarket,eth,1771695900,1771696800,NO,YES,-27830,YES,0.49,10.0,true,0.0,4485,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771695900,polymarket,sol,1771695900,1771696800,NO,YES,-28095,YES,0.49,10.0,true,0.0,-19241,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771695900,polymarket,xrp,1771695900,1771696800,NO,YES,-28678,YES,0.49,10.0,true,112.9,-2516,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771696500,polymarket,btc,1771696500,1771696800,NO,NO,-28346,NO,0.49,10.0,true,415.0,-25378,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771697100,polymarket,btc,1771697100,1771697400,NO,YES,-28375,YES,0.49,10.0,true,189.44,-10933,false,-4.9,-4.9,0.0,0.0
btc-updown-15m-1771697700,polymarket,btc,1771697700,1771698600,NO,YES,-28788,YES,0.49,10.0,true,0.0,15574,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771697700,polymarket,btc,1771697700,1771698000,NO,YES,-28950,YES,0.49,10.0,true,0.0,53728,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771697700,polymarket,eth,1771697700,1771698600,NO,YES,-28462,YES,0.49,10.0,true,250.73,-6357,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771697700,polymarket,sol,1771697700,1771698600,NO,YES,-28705,YES,0.49,10.0,true,42.0,70385,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771697700,polymarket,xrp,1771697700,1771698600,NO,YES,-28285,YES,0.49,10.0,true,50.9,29381,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771698300,polymarket,btc,1771698300,1771698600,NO,YES,-28586,YES,0.49,10.0,true,0.0,-11232,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771698900,polymarket,btc,1771698900,1771699200,NO,YES,-28448,YES,0.49,10.0,true,0.0,20505,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771699500,polymarket,btc,1771699500,1771700400,NO,YES,-28599,YES,0.49,10.0,true,0.0,-26568,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771699500,polymarket,btc,1771699500,1771699800,NO,YES,-28474,YES,0.49,10.0,true,0.0,64117,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771699500,polymarket,eth,1771699500,1771700400,NO,YES,-28730,YES,0.49,10.0,true,0.0,32875,false,-4.9,-4.9,0.0,0.0
sol-updown-15m-1771699500,polymarket,sol,1771699500,1771700400,NO,YES,-28538,YES,0.49,10.0,true,0.0,83615,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771699500,polymarket,xrp,1771699500,1771700400,NO,YES,-27960,YES,0.49,10.0,true,0.0,-7028,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771700100,polymarket,btc,1771700100,1771700400,NO,YES,-29109,YES,0.49,10.0,true,0.0,6992,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771700700,polymarket,btc,1771700700,1771701000,NO,YES,-29237,YES,0.49,10.0,true,35.0,-18381,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771701300,polymarket,btc,1771701300,1771702200,NO,YES,-28330,YES,0.49,10.0,true,0.0,-10950,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771701300,polymarket,btc,1771701300,1771701600,NO,YES,-28786,YES,0.49,10.0,true,0.0,32277,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771701300,polymarket,eth,1771701300,1771702200,NO,YES,-28374,YES,0.49,10.0,true,0.0,12428,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771701300,polymarket,sol,1771701300,1771702200,NO,YES,-27966,YES,0.49,10.0,true,0.0,4169,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771701300,polymarket,xrp,1771701300,1771702200,NO,YES,-28821,YES,0.49,10.0,true,13.0,-15940,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771701900,polymarket,btc,1771701900,1771702200,NO,NO,-28654,NO,0.49,10.0,true,355.67,-14841,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771702500,polymarket,btc,1771702500,1771702800,NO,YES,-28486,YES,0.49,10.0,true,5.0,60968,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771703100,polymarket,btc,1771703100,1771704000,NO,YES,-28385,YES,0.49,10.0,true,0.0,56723,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771703100,polymarket,btc,1771703100,1771703400,NO,YES,-28216,YES,0.49,10.0,true,128.02,-13182,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771703100,polymarket,eth,1771703100,1771704000,NO,YES,-27960,YES,0.49,10.0,true,544.34,21568,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771703100,polymarket,sol,1771703100,1771704000,NO,YES,-27997,YES,0.49,10.0,true,70.98,51534,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771703100,polymarket,xrp,1771703100,1771704000,NO,YES,-28407,YES,0.49,10.0,true,0.0,4230,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771703700,polymarket,btc,1771703700,1771704000,NO,YES,-28461,YES,0.49,10.0,true,77.0,-20094,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771704300,polymarket,btc,1771704300,1771704600,NO,YES,-29002,YES,0.49,10.0,true,162.38,60483,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771704900,polymarket,btc,1771704900,1771705800,NO,YES,-29008,YES,0.49,10.0,true,443.16,78256,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771704900,polymarket,btc,1771704900,1771705200,NO,YES,-28904,YES,0.49,10.0,true,9.0,85492,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771704900,polymarket,eth,1771704900,1771705800,NO,YES,-28849,YES,0.49,10.0,true,978.97,-4335,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771704900,polymarket,sol,1771704900,1771705800,NO,YES,-28971,YES,0.49,10.0,true,252.93,371,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771704900,polymarket,xrp,1771704900,1771705800,NO,YES,-28793,YES,0.49,10.0,true,184.76,35502,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771705500,polymarket,btc,1771705500,1771705800,NO,YES,-28686,YES,0.49,10.0,true,134.29,35974,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771706100,polymarket,btc,1771706100,1771706400,NO,YES,-28676,YES,0.49,10.0,true,0.0,-18472,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771706700,polymarket,btc,1771706700,1771707600,NO,YES,-28990,YES,0.49,10.0,true,1716.42,-25311,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771706700,polymarket,btc,1771706700,1771707000,NO,YES,-28326,YES,0.49,10.0,true,1178.36,-1027,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771706700,polymarket,eth,1771706700,1771707600,NO,YES,-27967,YES,0.49,10.0,true,1762.96,-8035,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771706700,polymarket,sol,1771706700,1771707600,NO,YES,-28340,YES,0.49,10.0,true,552.75,19485,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771706700,polymarket,xrp,1771706700,1771707600,NO,YES,-28346,YES,0.49,10.0,true,206.49,-19307,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771707300,polymarket,btc,1771707300,1771707600,NO,YES,-28420,YES,0.49,10.0,true,615.8,5803,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771707900,polymarket,btc,1771707900,1771708200,NO,YES,-28997,YES,0.49,10.0,true,5.0,38836,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771708500,polymarket,btc,1771708500,1771709400,NO,YES,-28655,YES,0.49,10.0,true,132.0,35132,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771708500,polymarket,btc,1771708500,1771708800,NO,YES,-28817,YES,0.49,10.0,true,449.51,7341,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771708500,polymarket,eth,1771708500,1771709400,NO,YES,-28625,YES,0.49,10.0,true,725.06,-9601,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771708500,polymarket,sol,1771708500,1771709400,NO,YES,-28245,YES,0.49,10.0,true,55.94,45557,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771708500,polymarket,xrp,1771708500,1771709400,NO,YES,-28305,YES,0.49,10.0,true,44.0,7656,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771709100,polymarket,btc,1771709100,1771709400,NO,YES,-28748,YES,0.49,10.0,true,157.7,-23134,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771709700,polymarket,btc,1771709700,1771710000,NO,YES,-28493,YES,0.49,10.0,true,432.23,-9672,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771710300,polymarket,btc,1771710300,1771711200,NO,YES,-28389,YES,0.49,10.0,true,970.71,20856,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771710300,polymarket,btc,1771710300,1771710600,NO,YES,-28313,YES,0.49,10.0,true,0.0,-362,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771710300,polymarket,eth,1771710300,1771711200,NO,YES,-28492,YES,0.49,10.0,true,116.02,-21095,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771710300,polymarket,sol,1771710300,1771711200,NO,YES,-28636,YES,0.49,10.0,true,145.92,-6393,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771710300,polymarket,xrp,1771710300,1771711200,NO,YES,-28683,YES,0.49,10.0,true,17.0,56462,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771710900,polymarket,btc,1771710900,1771711200,NO,YES,-28409,YES,0.49,10.0,true,285.63,3971,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771711500,polymarket,btc,1771711500,1771711800,NO,YES,-29197,YES,0.49,10.0,true,0.0,22751,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771712100,polymarket,btc,1771712100,1771713000,NO,YES,-28275,YES,0.49,10.0,true,547.82,-17335,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771712100,polymarket,btc,1771712100,1771712400,NO,YES,-29051,YES,0.49,10.0,true,190.82,-20508,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771712100,polymarket,eth,1771712100,1771713000,NO,YES,-28637,YES,0.49,10.0,true,189.08,-19319,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771712100,polymarket,sol,1771712100,1771713000,NO,YES,-28133,YES,0.49,10.0,true,220.28,3735,false,-4.9,-4.9,0.0,0.0
xrp-updown-15m-1771712100,polymarket,xrp,1771712100,1771713000,NO,YES,-28312,YES,0.49,10.0,true,220.5,20667,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771712700,polymarket,btc,1771712700,1771713000,NO,YES,-28473,YES,0.49,10.0,true,497.28,-16363,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771713300,polymarket,btc,1771713300,1771713600,NO,YES,-28310,YES,0.49,10.0,true,123.36,51828,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771713900,polymarket,btc,1771713900,1771714800,NO,YES,-27416,YES,0.49,10.0,true,4047.35,-21672,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771713900,polymarket,btc,1771713900,1771714200,NO,NO,-28203,NO,0.49,10.0,true,0.0,-12843,true,5.1,5.1,0.0,0.0
eth-updown-15m-1771713900,polymarket,eth,1771713900,1771714800,NO,YES,-27109,YES,0.49,10.0,true,1411.75,6589,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771713900,polymarket,sol,1771713900,1771714800,NO,YES,-25264,YES,0.49,10.0,true,300.0,-14226,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771713900,polymarket,xrp,1771713900,1771714800,NO,YES,-26324,YES,0.49,10.0,true,209.52,-14355,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771714500,polymarket,btc,1771714500,1771714800,NO,YES,-28471,YES,0.49,10.0,true,37.4,25500,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771715100,polymarket,btc,1771715100,1771715400,NO,YES,-29270,YES,0.49,10.0,true,796.9,-12539,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771715700,polymarket,btc,1771715700,1771716600,NO,YES,-28710,YES,0.49,10.0,true,641.38,9830,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771715700,polymarket,btc,1771715700,1771716000,NO,YES,-28866,YES,0.49,10.0,true,102.97,-12958,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771715700,polymarket,eth,1771715700,1771716600,NO,YES,-28166,YES,0.49,10.0,true,1208.29,-759,false,-4.9,-4.9,0.0,0.0
sol-updown-15m-1771715700,polymarket,sol,1771715700,1771716600,NO,YES,-28325,YES,0.49,10.0,true,365.86,55846,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771715700,polymarket,xrp,1771715700,1771716600,NO,YES,-28372,YES,0.49,10.0,true,249.0,44506,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771716300,polymarket,btc,1771716300,1771716600,NO,YES,-28972,YES,0.49,10.0,true,0.0,-10261,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771716900,polymarket,btc,1771716900,1771717200,NO,YES,-28427,YES,0.49,10.0,true,21.54,39053,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771717500,polymarket,btc,1771717500,1771718400,NO,YES,-28518,YES,0.49,10.0,true,538.79,46218,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771717500,polymarket,btc,1771717500,1771717800,NO,YES,-28282,YES,0.49,10.0,true,270.63,-12195,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771717500,polymarket,eth,1771717500,1771718400,NO,YES,-28692,YES,0.49,10.0,true,0.0,11782,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771717500,polymarket,sol,1771717500,1771718400,NO,YES,-27988,YES,0.49,10.0,true,51.92,57807,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771717500,polymarket,xrp,1771717500,1771718400,NO,YES,-28002,YES,0.49,10.0,true,18.25,56701,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771718100,polymarket,btc,1771718100,1771718400,NO,YES,-28103,YES,0.49,10.0,true,181.37,2216,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771718700,polymarket,btc,1771718700,1771719000,NO,YES,-24609,YES,0.49,10.0,true,1.13,9570,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-15m-1771719300,polymarket,btc,1771719300,1771720200,NO,YES,-28165,YES,0.49,10.0,true,488.54,532,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771719300,polymarket,btc,1771719300,1771719600,NO,YES,-29007,YES,0.49,10.0,true,441.62,-498,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771719300,polymarket,eth,1771719300,1771720200,NO,YES,-28380,YES,0.49,10.0,true,15.9,-9534,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771719300,polymarket,sol,1771719300,1771720200,NO,YES,-28798,YES,0.49,10.0,true,40.69,11467,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771719300,polymarket,xrp,1771719300,1771720200,NO,NO,-28890,NO,0.49,10.0,true,106.93,2096,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771719900,polymarket,btc,1771719900,1771720200,NO,YES,-28725,YES,0.49,10.0,true,327.42,-21870,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771720500,polymarket,btc,1771720500,1771720800,NO,YES,-28374,YES,0.49,10.0,true,152.1,8720,false,-4.9,-4.9,0.0,0.0
btc-updown-15m-1771721100,polymarket,btc,1771721100,1771722000,NO,YES,-28956,YES,0.49,10.0,true,256.8,21324,false,-4.9,-4.9,0.0,0.0
btc-updown-5m-1771721100,polymarket,btc,1771721100,1771721400,NO,YES,-28956,YES,0.49,10.0,true,565.76,-13914,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771721100,polymarket,eth,1771721100,1771722000,NO,YES,-28255,YES,0.49,10.0,true,396.88,-10909,true,0.1999999999999993,0.1999999999999993,0.0,0.0
sol-updown-15m-1771721100,polymarket,sol,1771721100,1771722000,NO,YES,-28444,YES,0.49,10.0,true,244.75,-8526,true,0.1999999999999993,0.1999999999999993,0.0,0.0
xrp-updown-15m-1771721100,polymarket,xrp,1771721100,1771722000,NO,YES,-28519,YES,0.49,10.0,true,216.0,887,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771721700,polymarket,btc,1771721700,1771722000,NO,YES,-28767,YES,0.49,10.0,true,112.49,5438,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771722300,polymarket,btc,1771722300,1771722600,NO,YES,-28749,YES,0.49,10.0,true,0.0,-15929,false,-4.9,-4.9,0.0,0.0
btc-updown-15m-1771722900,polymarket,btc,1771722900,1771723800,NO,YES,-28914,YES,0.49,10.0,true,0.0,88874,true,0.1999999999999993,0.1999999999999993,0.0,0.0
btc-updown-5m-1771722900,polymarket,btc,1771722900,1771723200,NO,YES,-28112,YES,0.49,10.0,true,149.66,59740,true,0.1999999999999993,0.1999999999999993,0.0,0.0
eth-updown-15m-1771722900,polymarket,eth,1771722900,1771723800,NO,NO,-28725,NO,0.49,10.0,true,387.2,28038,true,5.1,5.1,0.0,0.0
sol-updown-15m-1771722900,polymarket,sol,1771722900,1771723800,NO,NO,-28829,NO,0.49,10.0,true,325.34,-15253,true,5.1,5.1,0.0,0.0
xrp-updown-15m-1771722900,polymarket,xrp,1771722900,1771723800,NO,NO,-28139,NO,0.49,10.0,true,271.83,-22212,true,5.1,5.1,0.0,0.0
btc-updown-5m-1771723500,polymarket,btc,1771723500,1771723800,NO,YES,-20728,YES,0.49,10.0,true,0.0,596,true,0.1999999999999993,0.1999999999999993,0.0,0.0
